partnership_id,parent_id,analyst,new_or_legacy,primary_mission,sub_mission,partnership_year,partnership_type,level_of_commitment,relationship_type,business_model,mission_type,partnership_strength,asset_name,cocom_1,country_1,org_type_1,organization_1,company_1,cocom_2,country_2,org_type_2,organization_2,company_2,link_1,link_2,link_3
Reflex Aerospace - European Commission Independent European Satellite Network,Reflex Aerospace - European Commission Independent European Satellite Network,,Legacy,SATCOM & PNT,SATCOM & Data Transport,2021,Transactions,Low,Transaction,B2G,Civil,3.0,,USEUCOM,Germany,Industry,,Reflex Aerospace,USEUCOM,European Union,Government,European Commission,,https://mynaric.com/news/european-commission-selects-mynaric-co-led-unio-consortium-for-initial-work-on-an-independent-european-satellite-communications-constellation/,,
Renewed SDA Cooperation CNES/JAXA 2018,Renewed SDA Cooperation CNES/JAXA 2018,,Legacy,SDA & Combat Power,Space Domain Awareness,2018,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,G2G,Civil,3.0,,USEUCOM,France,Government,French Space Agency (CNES),,USINDOPACOM,Japan,Government,Japan Aerospace Exploration Agency (JAXA),,https://spacewatch.global/2019/06/japan-and-france-strengthen-space-cooperation-in-preparation-for-macron-visit/,,
ReOrbit-VENG Manufacturing Agreement,ReOrbit-VENG Manufacturing Agreement,,Legacy,Not Specified,Not Specified,2022,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,B2B,Commercial,1.0,,USSOUTHCOM,Argentina,Industry,,VENG,USEUCOM,Finland,Industry,,ReOrbit,https://news.satnews.com/2022/06/12/reorbit-and-vengs-agreement-to-manufacture-satellites/,,
Reorbit-VENG Next-Gen EO Satellites Deal,Reorbit-VENG Next-Gen EO Satellites Deal,,Legacy,Space Sensing,ISR & Remote Sensing,2023,Cooperative RDT&E,Low,Cooperative,B2B,Multi-Use,5.0,,USSOUTHCOM,Argentina,Industry,,VENG,USEUCOM,Finland,Industry,,ReOrbit,https://www.reorbit.space/news/reorbit-signs-a-deal-with-veng-to-develop-next-generation-earth-observation-satellites,,
Republic of Kasakhstan  - Roscosmos Launch KazSat-2 Agreement 2011,Republic of Kasakhstan  - Roscosmos Launch KazSat-2 Agreement 2011,DS,New,Assured Access to Space,Launch,2011,Transactions,High,Transaction,G2G,Commercial,6.0,KazSat,USEUCOM,Russia,Government,Roscosmos,,USCENTCOM,Kazakhstan,Government,Government of Kazakhstan,,http://polyot.su/main.php?id=1&nid=529,,
Resourcesat-2 ISRO Hosted Payload,Resourcesat-2 ISRO Hosted Payload,,Legacy,SATCOM & PNT,SATCOM & Data Transport,2011,Transactions,Low,Transaction,B2G,Civil,3.0,Resourcesat,USNORTHCOM,Canada,Industry,,Honeywell Aerospace-Canada,USINDOPACOM,India,Government,Indian Space Research Organisation (ISRO),,https://space.skyrocket.de/doc_sdat/resourcesat-2.htm,,
RFA Andoya Launch site,RFA Andoya Launch site,,Legacy,Assured Access to Space,Launch,2021,Transactions,High,Transaction,B2B,Commercial,4.0,,USEUCOM,Germany,Industry,,Rocket Factory Augsburg,USEUCOM,Norway,Industry,,Andoya Space,https://www.rfa.space/rocket-factory-augsburg-secures-launch-site-in-andoya-norway/,,
RFA ESA Boost! Participation,RFA ESA Boost! Participation,,Legacy,Not Specified,Not Specified,2021,Transactions,Low,Transaction,B2G,Commercial,3.0,,USEUCOM,Germany,Industry,,Rocket Factory Augsburg,USEUCOM,European Union,Government,European Space Agency (ESA),,https://www.rfa.space/rocket-factory-receives-portuguese-support-to-extend-esa-boost-contract/,,
RFA ESA NESTS Study Money,ESA NESTS Study Money 2021,,Legacy,Not Specified,Not Specified,2021,Transactions,Low,Transaction,B2G,Commercial,3.0,,USEUCOM,Germany,Industry,,Rocket Factory Augsburg,USEUCOM,European Union,Government,European Space Agency (ESA),,https://www.rfa.space/esa-commissions-rfa-lead-ohb-consortium-with-study-on-the-future-of-european-space-transportion/,,
RFA Saxavord Launch,RFA Saxavord Launch,,Legacy,Assured Access to Space,Launch,2023,Transactions,Low,Transaction,B2B,Commercial,2.0,,USEUCOM,United Kingdom,Industry,,Saxavord,USEUCOM,Germany,Industry,,Rocket Factory Augsburg,https://www.rfa.space/rocket-factory-augsburgs-first-launch-to-take-place-from-saxavord-spaceport/,,
Rhea Group-Argotec IRIDE Collaboration,Rhea Group-Argotec IRIDE Collaboration,,Legacy,Space Sensing,ISR & Remote Sensing,2022,Transactions,Low,Transaction,B2B,Commercial,2.0,IRIDE,USEUCOM,Italy,Industry,,Argotec,USEUCOM,Belgium,Industry,,Rhea Group,https://www.breakinglatest.news/business/iride-22-satellites-in-italy-and-investments-for-68-million/,,
RHEA Luxembourg-ESA Partnership on QKD,RHEA Luxembourg-ESA Partnership on QKD,,Legacy,SATCOM & PNT,SATCOM & Data Transport,2022,Transactions,Low,Transaction,B2G,Multi-Use,4.0,,USEUCOM,Luxembourg,Industry,,RHEA System Luxembourg,USEUCOM,European Union,Government,European Space Agency (ESA),,https://www.rheagroup.com/rhea-luxembourg-leads-international-partnership-with-esa-on-quantum-key-distribution-int-uqkd/,,
RHEA Luxembourg-evolutionQ ESA Partnership,RHEA Luxembourg-evolutionQ ESA Partnership,,Legacy,SATCOM & PNT,SATCOM & Data Transport,2022,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,B2B,Multi-Use,2.0,,USEUCOM,Luxembourg,Industry,,RHEA System Luxembourg,USNORTHCOM,Canada,Industry,,evolutionQ,https://www.rheagroup.com/rhea-luxembourg-leads-international-partnership-with-esa-on-quantum-key-distribution-int-uqkd/,,
RIC - Airbus France FASTER Consortium,FASTER Consortium 2011,,Legacy,Science & Exploration,Interplanetary,2011,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,B2B,Civil,1.0,,USEUCOM,Germany,Industry,,DFKI Robotics Innovation Center (RIC),USEUCOM,France,Industry,,Airbus-France,https://liquifer.com/faster/,,
RIC - Astri Polska FASTER Consortium,FASTER Consortium 2011,,Legacy,Science & Exploration,Interplanetary,2011,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,B2B,Civil,1.0,,USEUCOM,Germany,Industry,,DFKI Robotics Innovation Center (RIC),USEUCOM,Poland,Industry,,Astri Polska,https://liquifer.com/faster/,,
RIC - Liquifier FASTER Consortium,FASTER Consortium 2011,,Legacy,Science & Exploration,Interplanetary,2011,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,B2B,Civil,1.0,,USEUCOM,Germany,Industry,,DFKI Robotics Innovation Center (RIC),USEUCOM,Austria,Industry,,Liquifer Systems Group,https://liquifer.com/faster/,,
RIC - Space Apps. FASTER Consortium,FASTER Consortium 2011,,Legacy,Science & Exploration,Interplanetary,2011,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,B2B,Civil,1.0,,USEUCOM,Germany,Industry,,DFKI Robotics Innovation Center (RIC),USEUCOM,Belgium,Industry,,Space Applications Services,https://liquifer.com/faster/,,
RIC - Uni. Of Surrey FASTER Consortium,FASTER Consortium 2011,,Legacy,Science & Exploration,Interplanetary,2011,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,B2B,Civil,1.0,,USEUCOM,Germany,Industry,,DFKI Robotics Innovation Center (RIC),USEUCOM,United Kingdom,Industry,,University of Surrey,https://liquifer.com/faster/,,
RIC-Airbus UK Project Moonwalk Coordination,Project Moonwalk Coordination,,Legacy,Science & Exploration,Lunar,2013,Cooperative RDT&E,Low,Cooperative,B2B,Civil,4.0,,USEUCOM,Germany,Industry,,DFKI Robotics Innovation Center (RIC),USEUCOM,United Kingdom,Industry,,Airbus-UK,http://www.projectmoonwalk.net/moonwalk/?page_id=1624,,
RIC-COMEX Project Moonwalk Coordination,Project Moonwalk Coordination,,Legacy,Science & Exploration,Lunar,2013,Cooperative RDT&E,Low,Cooperative,B2B,Civil,4.0,,USEUCOM,Germany,Industry,,DFKI Robotics Innovation Center (RIC),USEUCOM,France,Industry,,COMEX,http://www.projectmoonwalk.net/moonwalk/?page_id=1624,,
RIC-INTACAB Project Moonwalk Coordination,Project Moonwalk Coordination,,Legacy,Science & Exploration,Lunar,2013,Cooperative RDT&E,Low,Cooperative,B2B,Civil,4.0,,USEUCOM,Germany,Industry,,DFKI Robotics Innovation Center (RIC),USEUCOM,Spain,Industry,,Center for Astrobiology (CAB),http://www.projectmoonwalk.net/moonwalk/?page_id=1624,,
RIC-LSG Project Moonwalk Coordination,Project Moonwalk Coordination,,Legacy,Science & Exploration,Lunar,2013,Cooperative RDT&E,Low,Cooperative,B2B,Civil,4.0,,USEUCOM,Germany,Industry,,DFKI Robotics Innovation Center (RIC),USEUCOM,Austria,Industry,,Liquifer Systems Group,http://www.projectmoonwalk.net/moonwalk/?page_id=1624,,
RIC-NTNU Project Moonwalk Coordination,Project Moonwalk Coordination,,Legacy,Science & Exploration,Lunar,2013,Cooperative RDT&E,Low,Cooperative,B2B,Civil,4.0,,USEUCOM,Germany,Industry,,DFKI Robotics Innovation Center (RIC),USEUCOM,Norway,Industry,,NTNU CIRIS,http://www.projectmoonwalk.net/moonwalk/?page_id=1624,,
RIC-Space Apps. Svcs. Project Moonwalk Coordination,Project Moonwalk Coordination,,Legacy,Science & Exploration,Lunar,2013,Cooperative RDT&E,Low,Cooperative,B2B,Civil,4.0,,USEUCOM,Germany,Industry,,DFKI Robotics Innovation Center (RIC),USEUCOM,Belgium,Industry,,Space Applications Services,http://www.projectmoonwalk.net/moonwalk/?page_id=1624,,
RMI-NGA MagQuest Award 2020,RMI-NGA MagQuest Award 2020,DS,New,SATCOM & PNT,PNT,2020,Transactions,Low,Transaction,G2G,Multi-Use,5.0,,USEUCOM,Belarus,Government,Royal Meteorological Institute of Belgium (RMI),,USNORTHCOM,United States,Government,US National Geospatial Intelligence Agency (NGA),,https://www.nga.mil/news/NGA_announces_winning_teams_from_the_$21_million_M.html,,
Robinson-DLR Heat Shield Partnership 2022,Cervantes Agritech Pty Ltd -UKSA Funding 2023,,Legacy,Not Specified,Not Specified,2022,Cooperative RDT&E,Low,Cooperative,B2G,Multi-Use,6.0,,USINDOPACOM,New Zealand,Industry,,Robinson Research Institute,USEUCOM,Germany,Government,German Aerospace Center (DLR),,https://www.mbie.govt.nz/science-and-technology/science-and-innovation/funding-information-and-opportunities/investment-funds/catalyst-fund/catalyst-strategic-new-zealand-dlr-joint-research-programme-december-2020/,,
Robinson-UNSW Catalyst Collaboration (2019),Robinson-UNSW Catalyst Collaboration (2019),,Legacy,Not Specified,Not Specified,2019,Cooperative RDT&E,Low,Cooperative,B2B,Commercial,4.0,,USINDOPACOM,New Zealand,Industry,,Robinson Research Institute,USINDOPACOM,Australia,Industry,,University of New South Wales,https://www.mbie.govt.nz/science-and-technology/science-and-innovation/funding-information-and-opportunities/investment-funds/catalyst-fund/catalyst-strategic-space-2019/,,
Rocket Lab Early MethaneSAT Ops,Rocket Lab Early MethaneSAT Ops,,Legacy,Space Sensing,Environmental Monitoring,2019,Cooperative RDT&E,Low,Cooperative,B2B,Civil,4.0,MethaneSAT,USINDOPACOM,New Zealand,Industry,,Rocket Lab-New Zealand,USNORTHCOM,United States,Industry,,MethaneSat LLC,https://opengovasia.com/new-zealand-partners-in-first-government-funded-space-mission/,,
Rocket Lab-KSAT Ground Station Support,Rocket Lab-KSAT Ground Station Support,GJ,New,SATCOM & PNT,SATCOM & Data Transport,2019,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,B2B,Commercial,1.0,,USEUCOM,Norway,Industry,,KSAT,USNORTHCOM,United States,Industry,,Rocket Lab,https://www.rocketlabusa.com/updates/rocket-lab-partners-with-kongsberg-satellite-services-for-electron-and-photon-ground-station-support/,,
Rocket Lab-NASA CAPSTONE Agreement,Rocket Lab-NASA CAPSTONE Agreement,,Legacy,Science & Exploration,Lunar,2022,Infrastructure Access,High,Cooperative,B2G,Civil,6.0,,USINDOPACOM,New Zealand,Industry,,Rocket Lab,USNORTHCOM,United States,Government,National Aeronautics and Space Administration (NASA),,https://www.mbie.govt.nz/about/news/nz-space-sector-set-to-star-in-moon-mission/,,
RocketLab-KSAT Ground Station Support 2019,RocketLab-KSAT Ground Station Support 2019,,Legacy,Assured Access to Space,Launch,2019,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,B2B,Commercial,1.0,,USINDOPACOM,New Zealand,Industry,,Rocket Lab,USEUCOM,Norway,Industry,,KSAT,,,
RocketLab-USTRANSCOM Launch CRADA 2022,RocketLab-USTRANSCOM Launch CRADA 2022,,Legacy,Assured Access to Space,Launch,2022,Cooperative RDT&E,High,Cooperative,B2G,Military,8.0,,USINDOPACOM,New Zealand,Industry,,Rocket Lab,USNORTHCOM,United States,Government,USTRANSCOM,,https://www.rocketlabusa.com/updates/rocket-lab-signs-agreement-with-ustranscom-to-explore-using-neutron-and-electron-rockets-to-deliver-cargo-around-the-world/,,
Rogers Communications-Lynk Global Partnership,Rogers Communications-Lynk Global Partnership,,Legacy,SATCOM & PNT,SATCOM & Data Transport,2023,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,B2B,Commercial,1.0,,USNORTHCOM,Canada,Industry,,Rogers Communications,USNORTHCOM,United States,Industry,,Lynk Global,https://globalnews.ca/news/9652106/rogers-spacex-satellite-phone-service-lynk/,,
Rogers Communications-SpaceX Starlink Partnership,Rogers Communications-SpaceX Starlink Partnership,,Legacy,SATCOM & PNT,SATCOM & Data Transport,2023,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,B2B,Commercial,1.0,,USNORTHCOM,Canada,Industry,,Rogers Communications,USNORTHCOM,United States,Industry,,SpaceX,https://globalnews.ca/news/9652106/rogers-spacex-satellite-phone-service-lynk/,,
ROK MOD-UAE MOD MILSPACE Discussions,ROK MOD-UAE MOD MILSPACE Discussions,,Legacy,Not Specified,Not Specified,2023,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Military,6.0,,USINDOPACOM,South Korea,Government,South Korea Ministry of Defense,,USCENTCOM,United Arab Emirates,Government,UAE Ministry of Defence,,https://en.yna.co.kr/view/AEN20230222001400325,,
ROKAF-USAF Space Wx Terms of Reference,ROKAF-USAF Space Wx Terms of Reference,,Legacy,Space Sensing,Environmental Monitoring,2022,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Military,6.0,,USINDOPACOM,South Korea,Government,Republic of Korea Air Force (ROKAF),,USNORTHCOM,United States,Government,Air Force (USAF),,https://www.af.mil/News/Article-Display/Article/3187886/daf-rokaf-sign-terms-of-reference-for-collaborating-in-land-air-space-weather/,,
ROKAF-USSF SDA Drills,ROKAF-USSF SDA Drills,,Legacy,SDA & Combat Power,Space Domain Awareness,2021,"Joint Exercises, Tests and Training",High,,G2G,Military,9.0,,USINDOPACOM,South Korea,Government,Republic of Korea Air Force (ROKAF),,USNORTHCOM,United States,Government,Space Force (USSF),,https://spacenews.com/us-south-korea-agree-to-enhance-security-cooperation-in-outer-space/,,
ROKAF-USSPACECOM Comms on MW/MT,ROKAF-USSPACECOM Comms on MW/MT,,Legacy,Space Sensing,Missile Warning & Tracking,2021,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Military,6.0,,USINDOPACOM,South Korea,Government,Republic of Korea Air Force (ROKAF),,USNORTHCOM,United States,Government,Space Command (SPACECOM),,https://en.yna.co.kr/view/AEN20210829001700325,,
ROKAF-USSPACECOM Comms on SDA,ROKAF-USSPACECOM Comms on SDA,,Legacy,SDA & Combat Power,Space Domain Awareness,2021,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Military,6.0,,USINDOPACOM,South Korea,Government,Republic of Korea Air Force (ROKAF),,USNORTHCOM,United States,Government,Space Command (SPACECOM),,https://en.yna.co.kr/view/AEN20210829001700325,,
ROKAF-USSPACECOM Consultations on Space Policy,ROKAF-USSPACECOM Consultations on Space Policy,,Legacy,Not Specified,Not Specified,2021,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Military,6.0,,USINDOPACOM,South Korea,Government,Republic of Korea Air Force (ROKAF),,USNORTHCOM,United States,Government,Space Command (SPACECOM),,https://en.yna.co.kr/view/AEN20210829001700325,,
ROK-GISTDA Spaceport Feasibility Study,ROK-GISTDA Spaceport Feasibility Study,,Legacy,Not Specified,Not Specified,2023,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Multi-Use,6.0,,USINDOPACOM,South Korea,Government,Korean Ministry of Science & ICT,,USINDOPACOM,Thailand,Government,Geo-Informatics and Space Technology Development Agency (GISTDA),,https://www.globalconstructionreview.com/south-korea-to-work-on-building-thailands-first-spaceport/,,
ROK-India Space Exploration Agreements,ROK-India Space Exploration Agreements,,Legacy,Science & Exploration,Lunar,2019,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,G2G,Civil,3.0,,USINDOPACOM,South Korea,Government,Government of South Korea,,USINDOPACOM,India,Government,Indian Government,,https://www.ajudaily.com/view/20190222153950894,,
RoK-Israel OWL-Net 2014,OWL-Net 2014,GJ,New,SDA & Combat Power,Space Domain Awareness,2014,Infrastructure Access,Low,Cooperative,G2G,Civil,5.0,,USINDOPACOM,South Korea,Government,Korea Astronomy and Space Science Institute (KASI),,USCENTCOM,Israel,Government,Israeli Government,,https://www.kasi.re.kr/eng/pageView/325,,
"ROK-Italy Space MOU, 2023","ROK-Italy Space MOU, 2023",,Legacy,Not Specified,Not Specified,2023,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,G2G,Civil,3.0,,USEUCOM,Italy,Government,Government of Italy,,USINDOPACOM,South Korea,Government,Government of South Korea,,https://www.hngn.com/articles/253752/20231109/south-korea-italy-italy-president-visits-korea-south-korea-and-italy-bilateral.htm,,
ROK-JPN GSOMIA Original Signing,ROK-JPN GSOMIA Original Signing,,Legacy,Space Sensing,ISR & Remote Sensing,2016,Data and Intel Sharing,High,Cooperative,G2G,Military,9.0,,USINDOPACOM,South Korea,Government,Government of South Korea,,USINDOPACOM,Japan,Government,Government of Japan,,https://breakingdefense.com/2023/04/south-korea-and-japan-resume-intel-sharing-agreement-but-not-all-problems-are-solved/,,
"ROK-JPN GSOMIA Resuming, 2023","ROK-JPN GSOMIA Resuming, 2023",,Legacy,Space Sensing,ISR & Remote Sensing,2023,Data and Intel Sharing,High,Cooperative,G2G,Military,9.0,,USINDOPACOM,South Korea,Government,Government of South Korea,,USINDOPACOM,Japan,Government,Government of Japan,,https://breakingdefense.com/2023/04/south-korea-and-japan-resume-intel-sharing-agreement-but-not-all-problems-are-solved/,,
ROK-Malaysia MEASAT Data Sharing 2006,ROK-Malaysia MEASAT Data Sharing 2006,,Legacy,SATCOM & PNT,SATCOM & Data Transport,2006,Transactions,High,Transaction,B2G,Civil,5.0,Measat,USINDOPACOM,South Korea,Government,Korea Aerospace Research Institute (KARI),,USINDOPACOM,Malaysia,Industry,,MEASAT Satellite Systems,https://www.koreaherald.com/view.php?ud=20220623000235,,
RoK-Mongolia OWL-Net 2014,OWL-Net 2014,GJ,New,SDA & Combat Power,Space Domain Awareness,2014,Infrastructure Access,Low,Cooperative,G2G,Civil,5.0,,USINDOPACOM,South Korea,Government,Korea Astronomy and Space Science Institute (KASI),,USINDOPACOM,Mongolia,Government,Government of Mongolia,,https://www.kasi.re.kr/eng/pageView/325,,
RoK-Morocco OWL-Net 2014,OWL-Net 2014,GJ,New,SDA & Combat Power,Space Domain Awareness,2014,Infrastructure Access,Low,Cooperative,G2G,Civil,5.0,,USINDOPACOM,South Korea,Government,Korea Astronomy and Space Science Institute (KASI),,USAFRICOM,Morocco,Government,Government of Morocco,,https://www.kasi.re.kr/eng/pageView/325,,
RoK-NOAA Space Forum 2023,RoK-NOAA Space Forum 2023,GJ,New,Space Sensing,Environmental Monitoring,2023,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Civil,5.0,,USINDOPACOM,South Korea,Government,Korean Ministry of Foreign Affairs,,USNORTHCOM,United States,Government,National Oceanic and Atmospheric Administration (NOAA),,https://www.space.commerce.gov/noaa-participates-in-rok-u-s-space-forum/,,
